Data,Year
114.30632740044412,1988-02-01
114.3312671883164,1988-03-01
114.35631032682444,1988-10-01
114.38145699293904,1989-06-01
114.40670736363096,1989-08-01
114.43206161587096,1989-09-01
114.45751992662984,1989-11-01
114.48308247287838,1989-12-01
114.50874943158733,1990-02-01
114.5345209797275,1990-04-01
114.56039729426963,1990-06-01
114.58637855218453,1990-07-01
114.61246493044297,1990-09-01
114.6386566060157,1990-10-01
114.66495375587353,1990-12-01
114.6913565569872,1991-03-01
114.71786518632753,1991-04-01
114.74447982086527,1991-05-01
114.7712006375712,1991-09-01
114.79802781341608,1992-01-01
114.82496152537072,1992-02-01
114.85200195040589,1992-03-01
114.87914926549234,1992-05-01
114.90640364760088,1992-06-01
114.93376527370226,1992-08-01
114.96123432076728,1992-11-01
114.98881096576669,1993-02-01
115.01649538567128,1993-04-01
115.04428775745183,1993-05-01
115.07218825807912,1993-06-01
115.10019706452391,1993-08-01
115.12831435375699,1993-10-01
115.15654030274914,1994-01-01
115.1848750884711,1994-04-01
115.2133188878937,1994-05-01
115.24187187798769,1994-06-01
115.27053423572384,1994-09-01
115.29930613807295,1994-12-01
115.32818776200577,1995-01-01
115.35717928449309,1995-03-01
115.38628088250569,1995-04-01
115.41549273301433,1995-05-01
115.4448150129898,1995-06-01
115.47424789940288,1995-11-01
115.50379156922435,1995-12-01
115.53344619942496,1996-01-01
115.5632119669755,1996-05-01
115.59308904884676,1996-06-01
115.6230776220095,1996-07-01
115.65317786343452,1996-09-01
115.68338995009256,1996-12-01
115.71371405895444,1997-01-01
115.7441503669909,1997-02-01
115.77469905117272,1997-03-01
115.8053602884707,1997-04-01
115.83613425585558,1997-08-01
115.86702113029818,1997-09-01
115.89802108876924,1998-01-01
115.92913430823957,1998-04-01
115.96036096567993,1998-06-01
115.99170123806107,1998-11-01
116.0231553023538,1998-12-01
116.0547233355289,1999-01-01
116.08640551455713,1999-03-01
116.11820201640926,1999-04-01
116.15011301805609,1999-06-01
116.18213869646837,2000-01-01
116.2142792286169,2000-03-01
116.24653479147246,2000-07-01
116.27890556200579,2000-08-01
116.3113917171877,2000-09-01
116.34399343398896,2001-01-01
116.37671088938033,2001-02-01
116.40954426033261,2001-04-01
116.44249372381657,2001-05-01
116.47555945680298,2001-07-01
116.50874163626261,2001-10-01
116.54204043916626,2001-12-01
116.57545604248467,2002-02-01
116.60898862318867,2002-03-01
116.64263835824897,2002-04-01
116.67640542463641,2002-05-01
116.71028999932173,2002-06-01
116.74429225927571,2002-08-01
116.77841238146912,2002-12-01
116.81265054287276,2003-01-01
